"Date","Start_Time","Event_Type","Duration_Seconds","Seconds_Paused","Calories_Burned","Calories_Burned_Carbs","Calories_Burned_Fats","HR_Lowest","HR_Peak","HR_Average","UV_Exposure_Minutes","Total_Miles_Moved","Cardio_Benefit","Minutes_Under_50%_HR","Minutes_In_HRZ_Very_Light_50%_60%","Minutes_In_HRZ_Light_60%_70%","Minutes_In_HRZ_Moderate_70%_80%","Minutes_In_HRZ_Hard_80%_90%","Minutes_In_HRZ_Very_Hard_90%_Plus","HR_Finish","HR_Recovery_Rate_1_Min","HR_Recovery_Rate_2_Min","Recovery_Time_Seconds","Bike_Average_MPH","Bike_Max_MPH","Elevation_Highest_Feet","Elevation_Lowest_Feet","Elevation_Gain_Feet","Elevation_Loss_Feet","Climb_Rate_Feet_Per_Hour","Walk_Active_Seconds","Walk_Resting_Seconds","Wake_Up_Time","Seconds_Awake","Seconds_Asleep_Total","Seconds_Asleep_Restful","Seconds_Asleep_Light","Wake_Ups","Seconds_to_Fall_Asleep","Sleep_Efficiency","Sleep_Restoration","Sleep_HR_Resting","Sleep_Auto_Detect","GW_Plan_Name","GW_Reps_Performed","GW_Rounds_Performed","Golf_Course_Name","Golf_Course_Par","Golf_Total_Score","Golf_Par_or_Better","Golf_Pace_of_Play_Minutes","Golf_Longest_Drive_Yards"
"2016-10-23","2016-10-23 09:39:08","Bike","15075","0","3687","1443","2244","69","189","148","84","0","Strenuous","6","40","35","92","35","44","136","","","259200","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-24","2016-10-24 15:41:35","Sleep","4672","0","130","","","53","87","65","0","","","","","","","","","","","","","","","","","","","","","","2016-10-24 16:56:59","863","3809","0","3809","1","654","97","","58","Auto","","","","","","","","",""
"2016-10-24","2016-10-24 04:57:35","Sleep","25641","0","704","","","52","93","67","0","","","","","","","","","","","","","","","","","","","","","","2016-10-24 12:02:27","3650","21991","3111","18880","7","658","88","","56","Auto","","","","","","","","",""
"2016-10-25","2016-10-25 01:55:40","Sleep","22105","0","579","","","44","92","60","0","","","","","","","","","","","","","","","","","","","","","","2016-10-25 08:01:36","5175","16930","4605","12325","9","269","77","","48","Auto","","","","","","","","",""
"2016-10-26","2016-10-26 01:02:30","Sleep","17430","0","445","","","45","81","56","0","","","","","","","","","","","","","","","","","","","","","","2016-10-26 05:50:32","1794","15636","4841","10795","2","1166","96","","50","Auto","","","","","","","","",""
"2016-10-27","2016-10-27 01:36:32","Sleep","20391","0","504","","","41","75","54","0","","","","","","","","","","","","","","","","","","","","","","2016-10-27 07:10:25","3169","17222","4125","13097","7","777","89","","47","Auto","","","","","","","","",""
"2016-10-28","2016-10-28 00:02:53","Sleep","29060","0","726","","","44","100","54","0","","","","","","","","","","","","","","","","","","","","","","2016-10-28 08:01:14","2454","26606","6910","19696","7","209","93","","46","Auto","","","","","","","","",""
"2016-10-29","2016-10-29 02:06:19","Sleep","24814","0","630","","","45","90","56","0","","","","","","","","","","","","","","","","","","","","","","2016-10-29 08:52:25","1466","23348","7211","16137","3","209","96","","49","Auto","","","","","","","","",""
"2016-10-29","2016-10-29 09:22:02","Bike","5398","2","1631","778","853","57","187","168","0","23.4011684263899","Strenuous","1","1","1","43","6","39","155","126","112","259200","15.6","29.4","869","704","611","638","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-29","2016-10-29 09:21:34","Bike","6","5","0","0","0","","","","0","0","Light","1","0","0","0","0","0","","","","240","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-30","2016-10-30 03:17:50","Sleep","19379","0","500","","","48","80","60","0","","","","","","","","","","","","","","","","","","","","","","2016-10-30 08:38:20","2721","16658","5442","11216","4","209","87","","51","Auto","","","","","","","","",""
"2016-10-31","2016-10-31 01:16:48","Sleep","25364","0","659","","","47","97","60","0","","","","","","","","","","","","","","","","","","","","","","2016-10-31 08:17:02","2244","23120","6938","16182","6","209","92","","51","Auto","","","","","","","","",""
"2016-11-01","2016-11-01 17:14:22","Bike","5434","3","1672","784","888","80","184","166","0","24.7693718682892","Strenuous","1","0","1","52","6","32","158","145","110","259200","16.4","30.6","879","739","641","660","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-02","2016-11-02 01:29:17","Sleep","24173","0","643","","","51","116","62","0","","","","","","","","","","","","","","","","","","","","","","2016-11-02 07:50:14","2812","21361","9242","12119","3","448","95","","54","Auto","","","","","","","","",""
"2016-11-03","2016-11-03 01:37:51","Sleep","21860","0","552","","","45","116","57","0","","","","","","","","","","","","","","","","","","","","","","2016-11-03 07:39:42","1735","20125","5232","14893","5","209","93","","49","Auto","","","","","","","","",""
"2016-11-04","2016-11-04 00:31:49","Sleep","28066","0","722","","","45","89","58","0","","","","","","","","","","","","","","","","","","","","","","2016-11-04 07:57:38","6314","21752","2991","18761","11","209","81","","48","Auto","","","","","","","","",""
"2016-11-05","2016-11-05 00:26:29","Sleep","35825","0","898","","","43","87","56","0","","","","","","","","","","","","","","","","","","","","","","2016-11-05 10:21:05","5148","30677","7329","23348","11","209","86","","48","Auto","","","","","","","","",""
"2016-11-05","2016-11-05 12:08:07","Bike","6466","1","2029","902","1127","61","187","166","54","27.5725575141176","Strenuous","1","1","0","68","6","32","138","","","259200","15.3","31.5","956","712","1609","1548","","","","","","","","","","","","","","","","","","","","","","",""
"2016-11-06","2016-11-06 01:28:05","Sleep","28649","0","789","","","49","85","65","0","","","","","","","","","","","","","","","","","","","","","","2016-11-06 08:18:35","1856","26793","7811","18982","7","209","95","","55","Auto","","","","","","","","",""
"2016-11-07","2016-11-07 00:57:02","Sleep","24915","0","643","","","45","92","61","0","","","","","","","","","","","","","","","","","","","","","","2016-11-07 07:44:49","2572","22343","6609","15734","3","1106","95","","51","Auto","","","","","","","","",""
"2016-11-08","2016-11-08 01:45:13","Sleep","22286","0","568","","","44","120","57","0","","","","","","","","","","","","","","","","","","","","","","2016-11-08 07:42:42","2782","19504","5443","14061","6","209","91","","48","Auto","","","","","","","","",""
"2016-11-09","2016-11-09 02:31:47","Sleep","18908","0","467","","","45","85","55","0","","","","","","","","","","","","","","","","","","","","","","2016-11-09 07:44:26","1287","17621","4516","13105","2","299","95","","49","Auto","","","","","","","","",""
"2016-11-10","2016-11-10 01:34:16","Sleep","23812","0","617","","","46","110","60","0","","","","","","","","","","","","","","","","","","","","","","2016-11-10 07:51:43","2752","21060","11455","9605","4","209","93","","49","Auto","","","","","","","","",""
"2016-11-11","2016-11-11 02:53:23","Sleep","14997","0","379","","","44","81","57","0","","","","","","","","","","","","","","","","","","","","","","2016-11-11 07:00:51","777","14220","4749","9471","1","209","96","","49","Auto","","","","","","","","",""
"2016-11-12","2016-11-12 01:31:19","Sleep","9859","0","250","","","48","75","57","0","","","","","","","","","","","","","","","","","","","","","","2016-11-12 04:13:09","807","9052","2031","7021","2","239","95","","52","Auto","","","","","","","","",""
"2016-11-13","2016-11-13 01:26:14","Sleep","22971","0","586","","","45","91","59","0","","","","","","","","","","","","","","","","","","","","","","2016-11-13 07:43:06","1795","21176","2870","18306","1","1046","98","","50","Auto","","","","","","","","",""
"2016-11-14","2016-11-14 02:45:00","Sleep","29294","0","753","","","43","92","58","0","","","","","","","","","","","","","","","","","","","","","","2016-11-14 10:50:45","2693","26601","6221","20380","7","209","91","","50","Auto","","","","","","","","",""
"2016-11-15","2016-11-15 02:47:43","Sleep","29149","0","748","","","44","83","58","0","","","","","","","","","","","","","","","","","","","","","","2016-11-15 10:36:35","4639","24510","4696","19814","7","1346","91","","49","Auto","","","","","","","","",""
"2016-11-16","2016-11-16 01:08:41","Sleep","25520","0","637","","","43","84","57","0","","","","","","","","","","","","","","","","","","","","","","2016-11-16 08:04:03","2184","23336","6401","16935","1","269","94","","48","Auto","","","","","","","","",""
"2016-11-18","2016-11-18 15:51:44","Sleep","8058","0","205","","","45","90","60","0","","","","","","","","","","","","","","","","","","","","","","2016-11-18 18:03:32","687","7371","0","7371","2","208","95","","50","Auto","","","","","","","","",""
"2016-11-18","2016-11-18 01:24:04","Sleep","24442","0","630","","","45","90","58","0","","","","","","","","","","","","","","","","","","","","","","2016-11-18 08:08:57","1795","22647","6251","16396","6","209","93","","50","Auto","","","","","","","","",""
"2016-11-19","2016-11-19 01:33:50","Sleep","33577","0","838","","","42","92","54","0","","","","","","","","","","","","","","","","","","","","","","2016-11-19 10:46:28","3830","29747","6162","23585","12","359","90","","45","Auto","","","","","","","","",""
"2016-11-20","2016-11-20 02:40:24","Sleep","26509","0","662","","","41","94","54","0","","","","","","","","","","","","","","","","","","","","","","2016-11-20 09:48:46","5535","20974","6521","14453","9","209","82","","45","Auto","","","","","","","","",""
"2016-11-21","2016-11-21 02:33:51","Sleep","19938","0","507","","","44","90","56","0","","","","","","","","","","","","","","","","","","","","","","2016-11-21 08:03:40","2126","17812","3741","14071","6","389","91","","47","Auto","","","","","","","","",""
"2016-11-22","2016-11-22 02:01:30","Sleep","23782","0","592","","","42","99","54","0","","","","","","","","","","","","","","","","","","","","","","2016-11-22 08:35:23","5534","18248","7267","10981","10","209","77","","45","Auto","","","","","","","","",""
"2016-11-23","2016-11-23 00:24:50","Sleep","25015","0","647","","","40","83","57","0","","","","","","","","","","","","","","","","","","","","","","2016-11-23 07:19:16","3023","21992","6759","15233","5","209","89","","42","Auto","","","","","","","","",""
"2016-11-24","2016-11-24 02:12:29","Sleep","29534","0","739","","","43","87","56","0","","","","","","","","","","","","","","","","","","","","","","2016-11-24 10:22:14","1766","27768","11996","15772","8","209","95","","45","Auto","","","","","","","","",""
"2016-11-25","2016-11-25 02:27:44","Sleep","27737","0","691","","","43","120","56","0","","","","","","","","","","","","","","","","","","","","","","2016-11-25 10:07:31","1436","26301","3858","22443","3","209","95","","48","Auto","","","","","","","","",""
"2016-11-28","2016-11-28 06:04:06","Sleep","8791","0","217","","","43","90","55","0","","","","","","","","","","","","","","","","","","","","","","2016-11-28 08:28:07","2123","6668","2631","4037","4","209","78","","45","Auto","","","","","","","","",""
"2016-11-28","2016-11-28 01:06:28","Sleep","17582","0","443","","","41","85","56","0","","","","","","","","","","","","","","","","","","","","","","2016-11-28 05:57:01","1256","16326","3917","12409","2","269","94","","46","Auto","","","","","","","","",""
"2016-11-29","2016-11-29 00:51:35","Sleep","26149","0","676","","","40","116","58","0","","","","","","","","","","","","","","","","","","","","","","2016-11-29 07:40:59","5146","21003","6011","14992","6","329","86","","45","Auto","","","","","","","","",""
"2016-12-01","2016-12-01 01:27:28","Sleep","24174","0","614","","","46","83","57","0","","","","","","","","","","","","","","","","","","","","","","2016-12-01 08:07:54","1466","22708","8673","14035","3","209","95","","50","Auto","","","","","","","","",""
"2016-12-02","2016-12-02 23:53:42","Sleep","34262","0","866","","","43","94","56","0","","","","","","","","","","","","","","","","","","","","","","2016-12-03 09:15:16","1646","32616","10351","22265","5","209","97","","46","Auto","","","","","","","","",""
"2016-12-02","2016-12-02 01:23:48","Sleep","24921","0","628","","","44","91","56","0","","","","","","","","","","","","","","","","","","","","","","2016-12-02 08:16:40","4249","20672","6281","14391","8","448","84","","46","Auto","","","","","","","","",""
"2016-12-04","2016-12-04 01:17:20","Sleep","27406","0","718","","","45","85","60","0","","","","","","","","","","","","","","","","","","","","","","2016-12-04 08:51:37","4518","22888","3918","18970","11","448","85","","51","Auto","","","","","","","","",""
"2016-12-06","2016-12-06 02:02:47","Sleep","23269","0","598","","","44","111","59","0","","","","","","","","","","","","","","","","","","","","","","2016-12-06 08:28:07","3738","19531","9330","10201","6","358","85","","50","Auto","","","","","","","","",""
"2016-12-07","2016-12-07 00:38:43","Sleep","26179","0","672","","","44","83","57","0","","","","","","","","","","","","","","","","","","","","","","2016-12-07 07:52:32","2214","23965","6490","17475","4","718","94","","48","Auto","","","","","","","","",""
"2016-12-08","2016-12-08 00:48:41","Sleep","22465","0","596","","","44","80","61","0","","","","","","","","","","","","","","","","","","","","","","2016-12-08 07:00:36","3291","19174","3020","16154","7","209","86","","52","Auto","","","","","","","","",""
"2016-12-09","2016-12-09 01:44:52","Sleep","22644","0","622","","","50","94","64","0","","","","","","","","","","","","","","","","","","","","","","2016-12-09 07:56:47","4308","18336","4307","14029","7","209","82","","55","Auto","","","","","","","","",""
"2016-12-11","2016-12-11 02:28:40","Sleep","30500","0","781","","","42","92","57","0","","","","","","","","","","","","","","","","","","","","","","2016-12-11 10:40:33","4819","25681","5326","20355","6","209","87","","46","Auto","","","","","","","","",""
"2016-12-12","2016-12-12 01:42:09","Sleep","22495","0","569","","","44","92","58","0","","","","","","","","","","","","","","","","","","","","","","2016-12-12 07:35:08","3022","19473","5323","14150","7","209","92","","49","Auto","","","","","","","","",""
"2016-12-13","2016-12-13 02:10:31","Sleep","19349","0","504","","","49","97","61","0","","","","","","","","","","","","","","","","","","","","","","2016-12-13 07:21:02","3140","16209","6816","9393","5","568","89","","52","Auto","","","","","","","","",""
"2016-12-14","2016-12-14 00:52:54","Sleep","24083","0","606","","","42","89","55","0","","","","","","","","","","","","","","","","","","","","","","2016-12-14 07:31:47","2663","21420","3619","17801","6","209","90","","46","Auto","","","","","","","","",""
"2016-12-15","2016-12-15 01:25:04","Sleep","25250","0","650","","","49","93","60","0","","","","","","","","","","","","","","","","","","","","","","2016-12-15 08:23:25","2902","22348","7776","14572","8","209","89","","52","Auto","","","","","","","","",""
"2016-12-16","2016-12-16 03:15:35","Sleep","19264","0","506","","","47","116","60","0","","","","","","","","","","","","","","","","","","","","","","2016-12-16 08:34:10","4427","14837","1495","13342","8","1645","84","","52","Auto","","","","","","","","",""
"2016-12-16","2016-12-16 00:25:25","Sleep","9914","0","263","","","55","73","62","0","","","","","","","","","","","","","","","","","","","","","","2016-12-16 03:04:42","956","8958","4061","4897","2","209","95","","57","Auto","","","","","","","","",""
"2016-12-17","2016-12-17 01:35:35","Sleep","33905","0","849","","","44","88","55","0","","","","","","","","","","","","","","","","","","","","","","2016-12-17 10:52:12","4100","29805","5445","24360","9","209","89","","47","Auto","","","","","","","","",""
"2016-12-18","2016-12-18 03:49:05","Sleep","27527","0","703","","","47","83","59","0","","","","","","","","","","","","","","","","","","","","","","2016-12-18 11:25:23","3471","24056","5623","18433","10","209","88","","50","Auto","","","","","","","","",""
"2016-12-19","2016-12-19 02:22:58","Sleep","21478","0","543","","","44","92","57","0","","","","","","","","","","","","","","","","","","","","","","2016-12-19 08:18:27","4098","17380","3379","14001","10","927","85","","49","Auto","","","","","","","","",""
"2016-12-20","2016-12-20 01:09:51","Sleep","24113","0","600","","","38","85","54","0","","","","","","","","","","","","","","","","","","","","","","2016-12-20 07:49:14","2334","21779","4905","16874","6","209","91","","47","Auto","","","","","","","","",""
"2016-12-21","2016-12-21 20:24:10","Sleep","59368","0","4427","","","68","157","97","0","","","","","","","","","","","","","","","","","","","","","","2016-12-22 12:51:08","1198","58170","56252","1918","1","209","98","","75","Auto","","","","","","","","",""
"2016-12-23","2016-12-23 01:01:02","Sleep","35155","0","873","","","43","90","57","0","","","","","","","","","","","","","","","","","","","","","","2016-12-23 10:44:28","6133","29022","7597","21425","17","209","83","","48","Auto","","","","","","","","",""
"2016-12-24","2016-12-24 02:16:50","Sleep","33237","0","855","","","44","124","58","0","","","","","","","","","","","","","","","","","","","","","","2016-12-24 11:28:17","3234","30003","6406","23597","8","389","91","","47","Auto","","","","","","","","",""
"2016-12-25","2016-12-25 03:21:17","Sleep","24230","0","631","","","42","82","59","0","","","","","","","","","","","","","","","","","","","","","","2016-12-25 09:56:10","1705","22525","6071","16454","5","209","95","","46","Auto","","","","","","","","",""
"2016-12-26","2016-12-26 03:27:45","Sleep","30772","0","763","","","39","81","52","0","","","","","","","","","","","","","","","","","","","","","","2016-12-26 11:58:08","1287","29485","9037","20448","4","209","96","","43","Auto","","","","","","","","",""
"2016-12-27","2016-12-27 02:51:11","Sleep","32879","0","810","","","40","108","52","0","","","","","","","","","","","","","","","","","","","","","","2016-12-27 11:56:41","3440","29439","5832","23607","10","209","90","","43","Auto","","","","","","","","",""
"2016-12-28","2016-12-28 04:42:47","Sleep","8299","0","211","","","43","85","57","0","","","","","","","","","","","","","","","","","","","","","","2016-12-28 06:58:37","508","7791","1910","5881","0","208","97","","46","Auto","","","","","","","","",""
"2016-12-29","2016-12-29 03:12:04","Sleep","32048","0","802","","","36","87","53","0","","","","","","","","","","","","","","","","","","","","","","2016-12-29 11:52:14","5417","26631","3500","23131","11","1137","88","","41","Auto","","","","","","","","",""
"2016-12-30","2016-12-30 01:45:57","Sleep","36539","0","919","","","41","92","55","0","","","","","","","","","","","","","","","","","","","","","","2016-12-30 11:52:27","6075","30464","3201","27263","17","209","84","","44","Auto","","","","","","","","",""
"2016-12-31","2016-12-31 00:56:15","Sleep","42116","0","1077","","","36","91","58","0","","","","","","","","","","","","","","","","","","","","","","2016-12-31 12:35:42","7932","34184","7870","26314","16","269","81","","48","Auto","","","","","","","","",""
